|                    |F1|F2|F3|F4|F5|F6|F7|F8|F9|ANSWER|
| Individual 1694       |37.0931|0.109318|29.8314|2.09096|3.25423|151.626|55.3366|149.157|1.98165|-33.8388|52.224|
| Individual 1695       |52.8951|0.0369076|37.5578|2.04741|4.3261|215.907|0.0075645|187.789|2.0105|-48.5691|93.1808|
| Individual 1696       |43.3353|0.0478208|27.6543|1.98406|0.827587|174.169|31.3687|138.272|1.93624|-42.5077|81.5246|
| Individual 1697       |62.3989|0.398438|47.1435|2.09623|4.49461|254.09|1.96935|235.718|1.69779|-57.9043|104.171|
| Individual 1698       |64.1131|0.0141411|36.6593|1.99896|4.49535|260.948|5.8076|183.297|1.98482|-59.6177|141.046|
| Individual 1699       |54.0649|0.0131874|26.2249|2.11286|5.86005|222.12|227.154|131.124|2.09967|-48.2049|132.947|
| Individual 1700       |39.1|0.179683|47.9152|1.70539|5.27649|161.677|5.91563|239.576|1.52571|-33.8235|10.3026|
| Individual 1701       |44.0394|0.113871|39.4513|1.94584|4.73225|180.89|156.843|197.257|1.83197|-39.3072|53.3761|
| Individual 1702       |50.0396|0.0622562|32.9742|1.99402|4.97234|205.131|1.96179|164.871|1.93176|-45.0673|96.5493|
| Individual 1703       |42.6524|0.240912|48.3942|1.95313|6.38665|176.996|-49.5291|241.971|1.71221|-36.2657|23.2527|
| Individual 1704       |56.5661|0.326219|30.7953|1.97785|4.33457|230.599|123.239|153.977|1.65164|-52.2315|129.955|
| Individual 1705       |37.6696|0.143597|46.8894|1.73344|6.08581|156.764|38.8937|234.447|1.58985|-31.5838|8.14668|
| Individual 1706       |69.9956|0.00970768|45.5931|2.09311|-0.290999|279.691|0.0435604|227.966|2.0834|-70.2866|132.495|
| Individual 1707       |34.9243|0.117565|40.3938|1.84659|4.79784|144.495|46.7645|201.969|1.72903|-30.1264|14.6684|
| Individual 1708       |63.8478|0.223282|37.7449|1.89133|69.1378|324.529|1.95666|188.725|1.66805|5.28999|202.954|
| Individual 1709       |42.3309|0.0285325|41.6339|1.97514|1.13095|170.455|4.94392|208.169|1.9466|-41.1999|35.8198|
| Individual 1710       |35.9267|0.0550714|41.4529|2.0122|4.52453|148.231|160.519|207.264|1.95713|-31.4021|14.0869|
| Individual 1711       |34.6772|0.0433072|32.7104|1.95193|5.09389|143.803|5.91355|163.552|1.90862|-29.5833|36.1285|
| Individual 1712       |63.6368|0.191509|40.4961|1.96108|6.14828|260.695|233.822|202.48|1.76957|-57.4885|130.359|
| Individual 1713       |30.2805|0.0479681|22.1638|1.88561|4.14279|125.265|1.9131|110.819|1.83764|-26.1377|49.5851|
| Individual 1714       |38.9161|0.0230946|31.1234|1.99842|18.4933|174.158|-33.9498|155.617|1.97532|-20.4228|70.9109|
| Individual 1715       |30.7928|0.203826|33.996|1.74347|1.61401|124.785|10.6599|169.98|1.53965|-29.1788|15.0988|
| Individual 1716       |50.2085|0.0778107|25.0414|1.9209|4.20217|205.036|39.0254|125.207|1.84309|-46.0063|120.697|
| Individual 1717       |58.407|0.0586007|47.561|2.01774|4.46282|238.091|0.0692818|237.805|1.95914|-53.9441|85.612|
| Individual 1718       |32.6256|0.0215376|26.7344|2.12406|4.65896|135.161|22.4779|133.672|2.10252|-27.9666|44.4455|
| Individual 1719       |89.7382|0.0637992|32.7823|2.0674|4.22603|363.179|1.8714|163.911|2.0036|-85.5122|254.814|
| Individual 1720       |57.64|0.106749|35.0268|1.97452|5.65549|236.216|7.40612|175.134|1.86778|-51.9845|121.796|
| Individual 1721       |77.5611|0.0573971|29.3427|1.97373|4.13621|314.381|163.508|146.713|1.91633|-73.4249|216.771|
| Individual 1722       |54.6163|0.0940449|47.0713|1.98571|4.01718|222.482|5.68349|235.356|1.89167|-50.5991|71.8102|
| Individual 1723       |52.8545|0.121229|22.4874|1.72629|5.65956|217.078|112.39|112.437|1.60506|-47.195|141.59|
| Individual 1724       |44.0805|0.0409735|45.4942|1.94595|-1.99459|174.327|1.80212|227.471|1.90497|-46.0751|28.3199|
| Individual 1725       |44.0784|0.000786006|48.6731|1.90969|2.49589|178.81|-31.6193|243.365|1.9089|-41.5825|23.246|
| Individual 1726       |46.7995|0.111506|34.9271|1.97614|5.24048|192.439|87.0633|174.636|1.86464|-41.559|78.334|
| Individual 1727       |46.4132|0.0365668|43.5952|1.97072|5.63883|191.292|52.3576|217.976|1.93415|-40.7744|50.8354|
| Individual 1728       |32.506|0.0249818|48.0407|2.02321|4.92036|134.944|0.0179946|240.203|1.99823|-27.5856|-19.1688|
| Individual 1729       |35.7157|0.19011|38.8767|1.98088|2.74799|145.611|27.3628|194.383|1.79077|-32.9677|20.0268|
| Individual 1730       |48.022|0.0530673|26.3968|1.93742|1.86108|193.949|2.03621|131.984|1.88436|-46.161|105.337|
| Individual 1731       |54.6874|0.0933549|43.7962|2.03226|7.02776|225.777|6.0047|218.981|1.93891|-47.6596|84.6943|
| Individual 1732       |31.5164|0.0365051|25.7353|1.93758|1.30843|127.374|215.435|128.677|1.90108|-30.2079|40.6626|
| Individual 1733       |49.2691|0.0166821|20.1422|1.96489|3.8499|200.926|6.12664|100.711|1.94821|-45.4192|130.759|
| Individual 1734       |28.502|0.0604595|43.7322|1.98266|5.35875|119.367|136.814|218.661|1.9222|-23.1432|-21.4409|
| Individual 1735       |47.7133|0.00121137|22.664|2.02555|-10.3848|180.469|2.01822|113.32|2.02434|-58.0981|102.355|
| Individual 1736       |49.0044|0.030605|32.1512|2.0476|4.50853|200.526|-46.3529|160.756|2.01699|-44.4959|93.9878|
| Individual 1737       |41.5504|0.0626451|49.2447|2.03006|7.78856|173.99|123.255|246.224|1.96741|-33.7619|16.4191|
| Individual 1738       |51.8437|0.0261864|20.8734|1.85904|0.0496496|207.424|58.8253|104.367|1.83285|-51.7941|135.64|
| Individual 1739       |48.457|0.00699052|22.4655|1.97348|61.5492|255.377|0.0433662|112.327|1.96649|13.0922|178.148|
| Individual 1740       |33.9229|0.0187321|48.3949|1.97485|-1.88068|133.811|32.3663|241.974|1.95612|-35.8036|-21.1543|
| Individual 1741       |31.812|0.109864|47.1039|2.01446|4.04931|131.297|2.07377|235.519|1.9046|-27.7627|-19.5371|
| Individual 1742       |45.6926|0.0251923|27.044|2.05827|2.3603|185.131|0.434172|135.22|2.03308|-43.3323|93.8334|
| Individual 1743       |66.2201|0.040278|24.048|2.00221|5.70335|270.584|235.735|120.24|1.96193|-60.5168|188.63|
| Individual 1744       |56.8601|0.145484|31.0002|1.84595|2.36889|229.809|6.26468|155.001|1.70046|-54.4912|128.306|
| Individual 1745       |45.2553|0.114707|35.2059|1.77928|1.22153|182.243|161.832|176.029|1.66458|-44.0337|68.3021|
| Individual 1746       |55.7263|0.0264212|35.5928|1.75535|3.83779|226.743|2.0304|177.964|1.72893|-51.8885|111.32|
| Individual 1747       |46.3855|0.0128796|42.8935|1.78152|5.33773|190.88|-58.3911|214.467|1.76864|-41.0478|53.356|
| Individual 1748       |45.4152|0.143054|46.1822|1.84693|2.69944|184.36|128.484|230.911|1.70388|-42.7157|37.2942|
| Individual 1749       |51.8402|0.0604409|32.6047|2.0369|5.35475|212.716|78.7512|163.023|1.97646|-46.4854|105.019|
| Individual 1750       |64.5809|0.0218264|22.392|1.76399|-5.09923|253.224|0.0511697|111.96|1.74217|-69.6802|177.338|
| Individual 1751       |64.6575|0.0138152|30.93|1.83165|4.59476|263.225|44.1906|154.65|1.81784|-60.0627|161.345|
| Individual 1752       |38.9966|0.15826|46.4779|1.90864|7.5069|163.493|1.7657|232.39|1.75038|-31.4897|15.3075|
| Individual 1753       |35.4146|0.249735|32.6324|1.95944|3.86817|145.527|5.43311|163.162|1.70971|-31.5464|39.0809|
| Individual 1754       |56.0689|0.108685|49.2422|1.62093|0.313533|224.589|320.438|246.211|1.51224|-55.7553|69.3012|
| Individual 1755       |70.852|0.0491509|38.6836|1.85457|4.69494|288.103|5.34826|193.418|1.80542|-66.1571|163.025|
| Individual 1756       |41.9728|0.256387|31.0082|2.02251|4.94085|172.832|220.953|155.041|1.76613|-37.032|70.9771|
| Individual 1757       |38.0576|0.0138195|26.6432|1.81845|10.5518|162.782|1.71453|133.216|1.80463|-27.5058|73.8295|
| Individual 1758       |36.7502|0.169825|35.5746|1.98914|3.20864|150.209|-73.3181|177.873|1.81932|-33.5416|34.3892|
| Individual 1759       |41.7285|0.0116497|40.7985|1.91444|5.05685|171.971|179.293|203.992|1.90279|-36.6716|40.0614|
| Individual 1760       |44.0603|0.283465|43.0611|2.04332|5.02687|181.268|44.7852|215.306|1.75985|-39.0335|43.2856|
| Individual 1761       |41.3652|0.0775975|22.2552|2.00596|15.2686|180.729|0.419452|111.276|1.92836|-26.0966|104.322|
| Individual 1762       |70.1614|0.0462382|33.8412|1.93186|5.08539|285.731|29.9861|169.206|1.88562|-65.076|174.779|
| Individual 1763       |57.1955|0.187398|29.8891|1.83955|5.15389|233.936|1.81304|149.445|1.65215|-52.0416|136.008|
| Individual 1764       |58.0585|0.294754|48.5622|1.78989|5.73082|237.965|3.44223|242.811|1.49514|-52.3277|84.8023|
| Individual 1765       |57.2894|0.0902644|38.1026|1.98627|5.55083|234.708|182.583|190.513|1.896|-51.7385|110.921|
| Individual 1766       |33.6753|0.134054|35.6327|2.09809|5.61564|140.317|5.85857|178.163|1.96404|-28.0597|23.5987|
| Individual 1767       |47.8247|0.151149|25.572|1.96014|6.2907|197.59|149.93|127.86|1.80899|-41.534|111.829|
| Individual 1768       |36.4303|0.0955212|43.8746|2.08171|3.21517|148.936|1.39359|219.373|1.98619|-33.2151|7.3818|
| Individual 1769       |55.2759|0.0717881|29.4618|2.08428|5.27175|226.375|-41.343|147.309|2.0125|-50.0041|127.927|
| Individual 1770       |51.7949|0.182069|20.9364|2.01556|5.24309|212.423|85.6571|104.682|1.83349|-46.5518|140.446|
| Individual 1771       |40.4802|0.0511799|44.4783|1.95944|5.30133|167.222|58.8917|222.391|1.90826|-35.1788|24.2459|
| Individual 1772       |67.3638|0.123979|38.5186|1.93894|-2.82528|266.63|0.0228348|192.593|1.81496|-70.1891|142|
| Individual 1773       |63.1591|0.0734438|48.8907|2.02027|4.82356|257.46|24.9181|244.453|1.94682|-58.3356|101.054|
| Individual 1774       |50.1878|0.158799|30.8482|2.01457|6.91393|207.665|1.88246|154.241|1.85578|-43.2739|105.842|
| Individual 1775       |52.0276|0.0531648|47.5558|2.00175|3.52154|211.632|4.57406|237.779|1.94859|-48.5061|59.2217|
| Individual 1776       |40.3724|0.0123528|48.5107|1.97748|3.54062|165.03|240.141|242.554|1.96512|-36.8318|9.67266|
| Individual 1777       |26.1801|0.150038|22.5679|2.03397|4.14796|108.868|5.67021|112.84|1.88393|-22.0321|31.7449|
| Individual 1778       |40.2599|0.121598|46.9212|1.96327|3.45987|164.499|124.59|234.606|1.84167|-36.8|14.5274|
| Individual 1779       |67.6337|0.0179611|21.3607|2.00448|7.37972|277.914|1.85962|106.804|1.98652|-60.254|203.9|
| Individual 1780       |52.5315|0.021787|36.878|2.09473|5.1695|215.296|-54.3176|184.39|2.07294|-47.362|94.2968|
| Individual 1781       |56.3298|0.0298793|31.1331|1.83418|6.20614|231.525|156.088|155.666|1.8043|-50.1237|129.105|
| Individual 1782       |53.2288|0.0124646|36.7296|2.03566|5.435|218.35|47.9374|183.648|2.02319|-47.7938|98.0454|
| Individual 1783       |43.4001|0.178678|38.361|1.99022|3.994|177.594|0.0727883|191.805|1.81154|-39.4061|53.4535|
| Individual 1784       |39.6539|0.148981|39.337|1.92888|5.95146|164.567|46.0397|196.685|1.7799|-33.7024|37.6563|
| Individual 1785       |53.9368|0.0116135|25.0985|2.05265|1.97637|217.724|1.9923|125.493|2.04103|-51.9605|132.223|
| Individual 1786       |50.2704|0.0307778|46.8574|2.00788|7.66576|208.748|4.95828|234.287|1.97711|-42.6047|58.2896|
| Individual 1787       |23.5033|0.0333532|30.904|1.9051|3.77517|97.7882|196.708|154.52|1.87175|-19.7281|-4.28247|
| Individual 1788       |27.7409|0.0277199|29.8953|1.95728|5.69493|116.658|6.04969|149.476|1.92957|-22.046|17.3248|
| Individual 1789       |42.9302|0.176113|24.7254|2.10096|-0.0320606|171.689|230.199|123.627|1.92485|-42.9622|87.8882|
| Individual 1790       |34.5557|0.0493865|30.0961|1.8816|7.23955|145.462|1.91951|150.481|1.83221|-27.3162|46.013|
| Individual 1791       |55.2054|0.0742731|34.6139|2.05507|-2.55389|218.268|-42.9791|173.07|1.98079|-57.7593|104.522|
| Individual 1792       |45.606|0.0622073|23.4684|1.99835|5.45039|187.874|48.991|117.342|1.93615|-40.1556|107.788|
| Individual 1793       |50.7022|0.332439|34.9811|1.98339|7.69779|210.507|46.6631|174.905|1.65096|-43.0044|97.3086|
| Individual 1794       |51.3198|0.133637|25.8723|1.9761|-2.10859|203.17|0.173047|129.361|1.84247|-53.4283|116.341|
| Individual 1795       |55.7564|0.101337|43.6412|1.87036|2.84721|225.873|40.5929|218.206|1.76903|-52.9092|86.104|
| Individual 1796       |52.614|0.0300476|34.7493|1.97428|4.5764|215.032|1.9991|173.747|1.94423|-48.0376|101.063|
| Individual 1797       |60.133|0.380214|43.2051|1.92576|6.24157|246.774|7.97109|216.026|1.54554|-53.8914|109.431|
| Individual 1798       |36.2829|0.131849|36.4526|1.92518|3.14441|148.276|194.624|182.263|1.79333|-33.1385|29.9516|
| Individual 1799       |37.6078|0.0676339|25.5731|1.97836|6.78202|157.213|6.17036|127.866|1.91072|-30.8258|70.9402|
| Individual 1800       |48.3259|0.197674|21.2139|2.03771|7.54626|200.85|202.965|106.069|1.84004|-40.7796|128.008|
| Individual 1801       |54.3828|0.0538371|40.4444|1.83989|5.16045|222.692|1.82606|202.222|1.78605|-49.2224|92.4283|
| Individual 1802       |49.8777|0.142079|46.5743|1.96787|4.4562|203.967|-38.6921|232.871|1.82579|-45.4215|55.1153|
| Individual 1803       |42.9415|0.116667|39.5802|1.99908|9.78026|181.546|63.7146|197.901|1.88241|-33.1613|53.3937|
| Individual 1804       |52.5165|0.00766898|20.5687|1.99765|4.97528|215.041|42.8165|102.844|1.98998|-47.5412|143.385|
| Individual 1805       |46.5656|0.0282193|39.1737|1.92214|4.34231|190.605|0.167998|195.869|1.89392|-42.2233|63.6138|
| Individual 1806       |62.8519|0.0376503|43.786|2.04118|2.61484|254.023|28.8438|218.93|2.00353|-60.2371|112.647|
| Individual 1807       |56.5525|0.0764282|47.1669|2.00652|-2.13591|224.074|1.96499|235.835|1.9301|-58.6884|72.9227|
| Individual 1808       |51.8689|0.1786|27.4356|2.02326|7.81958|215.295|9.42419|137.178|1.84466|-44.0493|123.765|
| Individual 1809       |49.7903|0.0147708|30.6692|1.83912|3.99982|203.161|180.69|153.346|1.82435|-45.7905|102.032|
| Individual 1810       |29.6736|0.158195|33.7553|1.91858|4.2176|122.912|6.06297|168.776|1.76039|-25.456|12.844|
| Individual 1811       |37.3366|0.196358|46.8203|1.93085|1.6225|150.969|144.219|234.102|1.73449|-35.7141|1.83536|
| Individual 1812       |43.6942|0.0881653|31.0184|1.93367|5.67187|180.449|1.79699|155.092|1.8455|-38.0223|78.1658|
| Individual 1813       |52.0903|0.18735|28.4535|1.98986|4.57721|212.938|-33.3923|142.267|1.80251|-47.513|118.565|
| Individual 1814       |40.1343|0.166372|29.0563|1.90278|-44.8881|115.649|85.1737|145.282|1.73641|-85.0224|19.7982|
| Individual 1815       |48.5487|0.0984351|37.3548|2.05626|0.570139|194.765|24.178|186.774|1.95783|-47.9785|72.9112|
| Individual 1816       |50.5514|0.0683258|30.019|2.00851|-25.016|177.19|0.0623682|150.095|1.94019|-75.5674|77.4316|
| Individual 1817       |47.7999|0.106922|42.8182|1.98669|9.33017|200.53|39.7419|214.091|1.87977|-38.4697|62.6763|
| Individual 1818       |39.0704|0.0985756|46.6705|1.94232|3.58957|159.871|1.98479|233.353|1.84375|-35.4809|10.6411|
| Individual 1819       |51.5462|0.0115463|42.7678|2.02106|7.65089|213.836|3.27991|213.839|2.00951|-43.8953|75.4845|
| Individual 1820       |53.2043|0.0147703|41.2369|1.79553|4.33035|217.147|99.9918|206.184|1.78076|-48.8739|84.533|
| Individual 1821       |50.5469|0.0707809|36.9736|1.97902|3.44556|205.633|6.01673|184.868|1.90824|-47.1014|85.1713|
| Individual 1822       |61.7489|0.0767798|30.2271|1.88888|4.46098|251.457|198.71|151.135|1.8121|-57.2879|151.715|
| Individual 1823       |53.6736|0.0296556|30.3997|2.02389|80.7405|295.435|1.92242|151.998|1.99424|27.0669|194.265|
| Individual 1824       |47.4361|0.142985|28.1951|1.95867|5.60112|195.346|-20.8981|140.975|1.81568|-41.835|101.682|
| Individual 1825       |67.3382|0.105763|29.4383|2.01036|4.89356|274.246|-28.8461|147.191|1.9046|-62.4447|176.409|
| Individual 1826       |65.1149|0.0708065|38.0322|1.96477|4.33701|264.797|37.0097|190.161|1.89396|-60.7779|141.23|
| Individual 1827       |46.7967|0.128958|46.866|1.94873|4.97548|192.162|0.000519505|234.33|1.81977|-41.8212|42.4652|
| Individual 1828       |45.3453|0.00141285|35.9471|2.05611|6.16764|187.549|21.7759|179.736|2.05469|-39.1777|69.4341|
| Individual 1829       |52.111|0.00554592|43.2068|1.99282|6.58992|215.034|1.88954|216.034|1.98727|-45.5211|75.4772|
| Individual 1830       |30.3778|0.176756|35.4788|1.94895|4.86658|126.378|6.02327|177.394|1.7722|-25.5112|11.0804|
| Individual 1831       |69.9883|0.306931|20.9879|2.00472|5.33273|285.286|154.062|104.939|1.69779|-64.6555|213.833|
| Individual 1832       |56.7544|0.138031|26.9343|2.06209|4.06233|231.08|5.66915|134.671|1.92406|-52.6921|140.657|
| Individual 1833       |63.8787|0.169309|35.8635|1.85594|13.8437|269.359|108.88|179.318|1.68663|-50.035|153.335|
| Individual 1834       |27.3044|0.0994853|38.8087|2.04284|1.50905|110.727|1.88902|194.043|1.94335|-25.7953|-15.4162|
| Individual 1835       |72.4955|0.0863234|49.8437|2.07249|6.45992|296.442|-30.9864|249.219|1.98617|-66.0356|136.98|
| Individual 1836       |63.1136|0.0390316|45.1464|2.07936|4.4339|256.888|79.2893|225.732|2.04033|-58.6797|111.247|
| Individual 1837       |52.8622|0.078479|27.8507|2.10474|3.97772|215.427|58.99|139.254|2.02627|-48.8845|121.743|
| Individual 1838       |58.751|0.0192944|32.47|1.89751|4.04376|239.048|0.134003|162.35|1.87821|-54.7072|132.247|
| Individual 1839       |59.518|0.191493|25.3867|1.90129|5.26347|243.335|34.1957|126.933|1.7098|-54.2545|158.626|
| Individual 1840       |49.0663|0.0475683|31.8893|2.00095|5.47324|201.739|2.07679|159.446|1.95339|-43.5931|96.3038|
| Individual 1841       |42.1599|0.0147956|20.5071|2.04011|5.77121|174.411|6.00412|102.535|2.02531|-36.3887|102.763|
| Individual 1842       |62.2852|0.42823|36.8328|1.86517|5.14043|254.281|241.964|184.164|1.43694|-57.1448|136.598|
| Individual 1843       |53.7147|0.00227958|42.2484|1.95252|3.04102|217.9|6.36436|211.242|1.95025|-50.6737|81.4036|
| Individual 1844       |55.6891|0.0851671|23.06|1.715|5.28605|228.043|170.979|115.3|1.62983|-50.4031|150.713|
| Individual 1845       |40.8852|0.0769881|20.283|1.97114|4.68743|168.228|1.94278|101.415|1.89415|-36.1978|97.9085|
| Individual 1846       |41.6673|0.183172|36.0089|1.99791|5.27059|171.94|-52.9859|180.045|1.81474|-36.3967|54.8394|
| Individual 1847       |34.0252|0.0391081|32.0127|1.95279|5.40532|141.506|129.663|160.063|1.91369|-28.6199|35.8999|
| Individual 1848       |45.685|0.113131|48.0286|1.87925|5.78256|188.523|47.2059|240.143|1.76612|-39.9025|35.6063|
| Individual 1849       |58.4102|0.0943948|33.3581|2.03187|9.65015|243.291|0.070601|166.791|1.93748|-48.7601|133.529|
| Individual 1850       |49.1745|0.211607|43.2377|1.84107|574.657|771.355|45.052|216.188|1.62946|525.482|633.494|
| Individual 1851       |61.1307|0.0949451|46.2702|1.79319|-20.162|224.361|2.10551|231.351|1.69824|-81.2927|77.0591|
| Individual 1852       |46.3955|0.232391|27.5167|2.14155|5.28689|190.869|5.50441|137.583|1.90916|-41.1086|98.7731|
| Individual 1853       |62.5032|0.137135|29.5832|2.04751|7.594|257.607|194.328|147.916|1.91037|-54.9092|159.305|
| Individual 1854       |39.1474|0.0566303|27.8686|1.96091|3.19521|159.785|6.38714|139.343|1.90428|-35.9522|66.6576|
| Individual 1855       |41.4315|0.258087|26.2359|1.88365|6.13105|171.857|225.26|131.179|1.62556|-35.3004|85.0215|
| Individual 1856       |58.6738|0.0623635|41.3142|2.11013|6.30231|240.997|2.03491|206.571|2.04776|-52.3715|106.816|
| Individual 1857       |55.6552|0.110967|45.9282|1.96931|6.24468|228.865|-41.7015|229.641|1.85834|-49.4105|81.7891|
| Individual 1858       |58.3127|0.0743559|41.1939|1.8914|5.04728|238.298|48.9976|205.969|1.81704|-53.2654|105.631|
| Individual 1859       |59.9985|0.195311|27.0831|2.00506|3.62531|243.619|69.7048|135.415|1.80975|-56.3732|153.321|
| Individual 1860       |48.5876|0.0785423|31.1916|1.96814|8.42703|202.777|0.0504989|155.958|1.8896|-40.1606|99.7547|
| Individual 1861       |54.7671|0.0716162|40.9544|1.84076|6.18744|225.256|43.1185|204.772|1.76914|-48.5797|93.5469|
| Individual 1862       |43.5582|0.171121|25.5816|1.97511|4.27362|178.506|1.96033|127.908|1.80398|-39.2846|92.7417|
| Individual 1863       |54.1564|0.0815827|43.2112|2.08045|-7.00044|209.625|2.80953|216.056|1.99887|-61.1569|69.9972|
